#分类,位置,商品编号或物品名,数量(默认1),价格(默认1),价格类型（0金币,1元宝,2,绑定元宝,3绑定金币,4通用元宝,5通用金币）,,"绑定(0不绑定,1绑定,2使用绑定)"
0,0,20100,1,0,0,0,0
0,1,20200,1,0,0,0,0
0,2,20300,1,0,0,0,0
0,3,20101,1,0,0,0,0
0,4,20201,1,0,0,0,0
0,5,20301,1,0,0,0,0
0,6,20102,1,0,0,0,0
0,7,20202,1,0,0,0,0
0,8,20302,1,0,0,0,0
0,9,20103,1,0,0,0,0
0,10,20303,1,0,0,0,0
0,11,20104,1,0,0,0,0
0,12,20203,1,0,0,0,0
0,13,20304,1,0,0,0,0
10,0,20100,1,0,3,0,1
10,1,20200,1,0,3,0,1
10,2,20300,1,0,3,0,1
10,3,20101,1,0,3,0,1
10,4,20201,1,0,3,0,1
10,5,20301,1,0,3,0,1
10,6,20102,1,0,3,0,1
10,7,20202,1,0,3,0,1
10,8,20302,1,0,3,0,1
10,9,20103,1,0,3,0,1
10,10,20303,1,0,3,0,1
10,11,20104,1,0,3,0,1
10,12,20203,1,0,3,0,1
10,13,20304,1,0,3,0,1

1,0,20001,1,0,0,0,0
1,1,20002,1,0,0,0,0
1,2,20003,1,0,0,0,0
1,3,20100,1,0,0,0,0
1,4,20200,1,0,0,0,0
1,5,20300,1,0,0,0,0
11,0,20001,1,0,3,0,1
11,1,20002,1,0,3,0,1
11,2,20003,1,0,3,0,1
11,3,20100,1,0,3,0,1
11,4,20200,1,0,3,0,1
11,5,20300,1,0,3,0,1
