#分类,位置,商品编号或物品名,数量(默认1),价格(默认1),价格类型（0金币,1元宝,2,绑定元宝,3绑定金币,4通用元宝,5通用金币）,,"绑定(0不绑定,1绑定,2使用绑定)"
0,0,10007,1,0,0,0,0
0,1,10008,1,0,0,0,0
0,2,10009,1,0,0,0,0
0,3,10010,1,0,0,0,0
0,4,10011,1,0,0,0,0
0,5,10012,1,0,0,0,0
0,6,10013,1,0,0,0,0
0,7,10014,1,0,0,0,0
0,8,10015,1,0,0,0,0
0,9,10016,1,0,0,0,0
0,10,10017,1,0,0,0,0
0,11,10018,1,0,0,0,0
0,12,10019,1,0,0,0,0
0,13,10020,1,0,0,0,0
0,14,10021,1,0,0,0,0
0,15,10022,1,0,0,0,0
0,16,10023,1,0,0,0,0
0,17,10024,1,0,0,0,0
0,18,10025,1,0,0,0,0
0,19,10026,1,0,0,0,0
0,20,10027,1,0,0,0,0
0,21,10028,1,0,0,0,0
0,22,10029,1,0,0,0,0
0,23,10030,1,0,0,0,0
0,24,10031,1,0,0,0,0
0,25,10032,1,0,0,0,0
0,26,10033,1,0,0,0,0
0,27,10034,1,0,0,0,0
0,28,10035,1,0,0,0,0
0,29,10036,1,0,0,0,0
10,0,10007,1,0,3,0,1
10,1,10008,1,0,3,0,1
10,2,10009,1,0,3,0,1
10,3,10010,1,0,3,0,1
10,4,10011,1,0,3,0,1
10,5,10012,1,0,3,0,1
10,6,10013,1,0,3,0,1
10,7,10014,1,0,3,0,1
10,8,10015,1,0,3,0,1
10,9,10016,1,0,3,0,1
10,10,10017,1,0,3,0,1
10,11,10018,1,0,3,0,1
10,12,10019,1,0,3,0,1
10,13,10020,1,0,3,0,1
10,14,10021,1,0,3,0,1
10,15,10022,1,0,3,0,1
10,16,10023,1,0,3,0,1
10,17,10024,1,0,3,0,1
10,18,10025,1,0,3,0,1
10,19,10026,1,0,3,0,1
10,20,10027,1,0,3,0,1
10,21,10028,1,0,3,0,1
10,22,10029,1,0,3,0,1
10,23,10030,1,0,3,0,1
10,24,10031,1,0,3,0,1
10,25,10032,1,0,3,0,1
10,26,10033,1,0,3,0,1
10,27,10034,1,0,3,0,1
10,28,10035,1,0,3,0,1
10,29,10036,1,0,3,0,1
